iter	MAE	RMSE
273	10.61968516	14.08292684
274	10.61451276	14.07703741
275	10.61196794	14.07363559
276	10.60802338	14.06893376
277	10.60691407	14.06738463
278	10.60404396	14.06492655
279	10.59730769	14.05604024
280	10.59254632	14.05093326
281	10.58613014	14.04357335
282	10.58416479	14.04103105
283	10.58122441	14.03733334
284	10.57766768	14.03297627
285	10.56601671	14.01551761
286	10.55828059	14.00510169
287	10.55126958	13.99673531
288	10.55008111	13.99581061
289	10.54670948	13.99180988
290	10.54414768	13.98815653
291	10.5375534	13.97961679
292	10.53376799	13.97427441
293	10.52695121	13.9651584
294	10.52085485	13.95789994
295	10.51643757	13.95220298
296	10.51360781	13.94904351
297	10.50973711	13.94376091
298	10.50745067	13.94164258
299	10.50125628	13.93244891
300	10.49661275	13.92682733
301	10.495446	13.92509073
302	10.49434937	13.92391878
303	10.48826195	13.91656418
304	10.48195385	13.90878133
305	10.48152227	13.90825397
306	10.47627567	13.90149979
307	10.47190061	13.89609145
308	10.46757192	13.89135002
309	10.46509293	13.88818425
310	10.4571554	13.87896556
311	10.45470047	13.87616697
312	10.44844917	13.86773795
313	10.44479171	13.86405178
314	10.44240047	13.86150771
315	10.43649422	13.85523594
316	10.43539714	13.85391423
317	10.43174403	13.85049578
318	10.43044885	13.84897281
319	10.42380569	13.8406271
320	10.42004496	13.835949153321	10.4140488	13.82811522
322	10.41179971	13.82527792
323	10.41177098	13.82527613
324	10.41014858	13.82268706
