iter	Passed	Remaining
827	30253	13592
828	30284	13553
829	30316	13514
830	30348	13475
831	30379	13436
832	30411	13398
833	30443	13360
834	30473	13320
835	30503	13281
836	30535	13243
837	30566	13204
838	30599	13165
839	30630	13127
840	30662	13089
841	30695	13050
842	30727	13012
843	30759	12974
844	30791	12936
845	30823	12897
846	30855	12859
847	30885	12820
848	30915	12781
849	30948	12743
850	30981	12705
851	31015	12668
852	31047	12630
853	31078	12591
854	31111	12553
855	31143	12515
856	31175	12477
857	31208	12439
858	31242	12402
859	31278	12365
860	31320	12331
861	31358	12295
862	31397	12260
863	31433	12224
864	31465	12186
865	31497	12147
866	31536	12112
867	31574	12076
868	31609	12039
869	31643	12002
870	31678	11965
871	31706	11926
872	31737	11887
873	31767	11849
874	31798	11810
875	31828	11772
876	31860	11734
877	31897	11698
878	31932	11661
879	31965	11623
880	31997	11586
881	32029	11547
882	32059	11509
883	32090	11471
884	32120	11432
885	32151	11394
886	32182	11356
887	32213	11318
888	32243	11279
889	32278	11243
890	32315	11206
891	32351	11170
892	32387	11134
893	32422	11097
894	32452	11059
895	32483	11021
896	32515	10983
897	32546	10945
898	32578	10907
899	32610	10870
900	32641	10832
901	32671	10793
902	32703	10756
903	32733	10718
904	32765	10680
905	32798	10643
906	32837	10607
907	32873	10571
908	32903	10533
909	32939	10497
910	32972	10460
911	33003	10422
912	33034	10384
913	33065	10346
914	33097	10309
915	33131	10272
916	33163	10234
917	33196	10197
918	33228	10160
919	33259	10122
920	33292	10085
921	33327	10048
922	33359	10011
923	33393	9974
924	33436	9940
925	33467	9902
926	33498	9865
927	33531	9828
928	33562	9790
929	33593	9753
930	33626	9715
931	33657	9678
932	33687	9640
933	33718	9602
934	33748	9565
935	33779	9527
936	33809	9489
937	33842	9452
938	33875	9415
939	33908	9378
940	33940	9341
941	33973	9304
942	34006	9267
943	34035	9230
944	34065	9192
945	34097	9155
946	34128	9117
947	34159	9080
948	34190	9043
949	34223	9006
950	34255	8969
951	34286	8931
952	34318	8894
953	34355	8858
954	34388	8822
955	34423	8786
956	34459	8749
957	34497	8714
958	34542	8680
959	34584	8646
960	34627	8611
961	34664	8576
962	34698	8539
963	34732	8503
964	34769	8467
965	34810	8432
966	34847	8396
967	34879	8359
968	34913	8322
969	34943	8285
970	34973	8248
971	35004	8210
972	35035	8173
973	35066	8136
974	35098	8099
975	35133	8063
976	35165	8026
977	35199	7990
978	35233	7953
979	35263	7916
980	35293	7878
981	35323	7841
982	35353	7804
983	35384	7767
984	35416	7730
985	35446	7693
986	35477	7656
987	35508	7619
988	35545	7583
989	35585	7548
990	35625	7513
991	35656	7476
992	35688	7439
993	35718	7402
994	35749	7365
995	35780	7328
996	35811	7291
997	35842	7254
998	35873	7217
999	35905	7181
1000	35941	7145
1001	35973	7108
1002	36003	7071
1003	36036	7035
1004	36074	6999
1005	36110	6963
1006	36143	6927
1007	36175	6890
1008	36205	6853
1009	36236	6816
1010	36267	6779
1011	36300	6743
1012	36332	6707
1013	36364	6670
1014	36397	6634
1015	36431	6597
1016	36466	6561
1017	36501	6525
1018	36536	6489
1019	36570	6453
1020	36605	6417
1021	36639	6381
1022	36675	6345
1023	36710	6309
1024	36745	6273
1025	36781	6237
1026	36816	6201
1027	36851	6165
1028	36887	6129
1029	36919	6093
1030	36952	6057
1031	36984	6020
1032	37015	5984
1033	37049	5947
1034	37083	5911
1035	37116	5875
1036	37149	5839
1037	37181	5802
1038	37212	5766
1039	37247	5730
1040	37287	5695
1041	37322	5659
1042	37355	5622
1043	37388	5586
1044	37421	5550
1045	37458	5514
1046	37499	5479
1047	37548	5445
1048	37582	5409
1049	37614	5373
1050	37646	5337
1051	37679	5300
1052	37712	5264
1053	37742	5228
1054	37773	5191
1055	37804	5155
1056	37835	5118
1057	37870	5082
1058	37903	5046
1059	37938	5010
1060	37973	4974
1061	38007	4938
1062	38041	4902
1063	38073	4866
1064	38106	4830
1065	38141	4794
1066	38174	4758
1067	38209	4722
1068	38242	4686
1069	38274	4650
1070	38305	4613
1071	38336	4577
1072	38367	4541
1073	38398	4504
1074	38433	4469
1075	38469	4433
1076	38504	4397
1077	38538	4361
1078	38576	4325
1079	38610	4290
1080	38641	4253
1081	38675	4217
1082	38710	4182
1083	38754	4147
1084	38788	4111
1085	38821	4075
1086	38852	4038
1087	38885	4002
1088	38926	3967
1089	38963	3932
1090	38995	3895
1091	39025	3859
1092	39055	3823
1093	39085	3787
1094	39115	3750
1095	39145	3714
1096	39177	3678
1097	39213	3642
1098	39247	3606
1099	39283	3571
1100	39318	3535
1101	39351	3499
1102	39384	3463
1103	39417	3427
1104	39447	3391
1105	39480	3355
1106	39521	3320
1107	39557	3284
1108	39589	3248
1109	39622	3212
1110	39655	3176
1111	39688	3140
1112	39722	3105
1113	39755	3069
1114	39787	3033
1115	39819	2997
1116	39850	2961
1117	39880	2925
1118	39911	2889
1119	39940	2852
1120	39971	2816
1121	40001	2780
1122	40043	2745
1123	40076	2709
1124	40109	2673
1125	40140	2638
1126	40171	2602
1127	40201	2566
1128	40231	2530
1129	40263	2494
1130	40293	2458
1131	40324	2422
1132	40355	2386
1133	40387	2350
1134	40419	2314
1135	40450	2278
1136	40482	2243
1137	40522	2207
1138	40556	2172
1139	40591	2136
1140	40626	2100
1141	40660	2065
1142	40696	2029
1143	40736	1994
1144	40780	1958
1145	40814	1923
1146	40845	1887
1147	40876	1851
1148	40907	1815
1149	40937	1779
1150	40968	1744
1151	40999	1708
1152	41031	1672
1153	41063	1636
1154	41095	1601
1155	41126	1565
1156	41156	1529
1157	41186	1493
1158	41217	1458
1159	41249	1422
1160	41279	1386
1161	41310	1350
1162	41341	1315
1163	41373	1279
1164	41405	1243
1165	41438	1208
1166	41469	1172
1167	41501	1137
1168	41534	1101
1169	41568	1065
1170	41602	1030
1171	41637	994
1172	41671	959
1173	41704	923
1174	41738	888
1175	41771	852
1176	41804	816
1177	41836	781
1178	41874	745
1179	41910	710
1180	41943	674
1181	41978	639
1182	42012	603
1183	42045	568
1184	42079	532
1185	42111	497
1186	42142	461
1187	42173	425
1188	42205	390
1189	42240	354
1190	42270	319
1191	42302	283
1192	42332	248
1193	42363	212
1194	42394	177
1195	42425	141
1196	42455	106
1197	42486	70
1198	42517	35
1199	42548	0
