iter	Passed	Remaining
284	14885	37345
285	14935	37285
286	14985	37228
287	15034	37168
288	15088	37121
289	15139	37065
290	15189	37007
291	15237	36946
292	15288	36889
293	15339	36836
294	15391	36782
295	15441	36724
296	15492	36670
297	15547	36625
298	15615	36611
299	15670	36563
300	15724	36515
301	15776	36463
302	15831	36418
303	15889	36378
304	15943	36330
305	15997	36282
306	16052	36236
307	16109	36193
308	16168	36155
309	16221	36106
310	16274	36055
311	16332	36015
312	16383	35960
313	16437	35910
314	16490	35859
315	16545	35813
316	16601	35768
317	16662	35735
318	16714	35682
319	16765	35627
320	16817	35573
321	16868	35517
322	16937	35501
323	16996	35461
324	17045	35402
325	17103	35361
326	17209	35419
327	17284	35412
328	17353	35393
329	17414	35356
330	17465	35301
331	17519	35249
332	17572	35197
333	17622	35138
334	17674	35085
335	17727	35031
336	17779	34977
337	17832	34925
338	17884	34872
339	17942	34829
340	17993	34773
341	18045	34719
342	18097	34665
343	18195	34699
344	18270	34687
345	18332	34651
346	18393	34613
347	18450	34568
348	18512	34531
349	18579	34504
350	18635	34456
351	18687	34401
352	18741	34350
353	18794	34296
354	18850	34249
355	18906	34201
356	18959	34148
357	19015	34100
358	19071	34052
359	19130	34009
360	19184	33957
361	19233	33897
362	19290	33850
363	19340	33792
364	19390	33734
365	19441	33678
366	19490	33617
367	19542	33562
368	19594	33507
369	19646	33452
370	19697	33395
371	19747	33337
372	19799	33281
373	19850	33226
374	19899	33166
375	19949	33108
376	20000	33051
377	20051	32994
378	20103	32939
379	20154	32884
380	20204	32826
381	20254	32767
382	20305	32710
383	20364	32668
384	20417	32614
385	20466	32555
386	20513	32492
387	20563	32435
388	20613	32377
389	20666	32325
390	20718	32270
391	20767	32211
392	20818	32155
393	20875	32107
394	20925	32050
395	20975	31993
396	21025	31935
397	21073	31874
398	21122	31815
399	21173	31760
400	21223	31703
401	21272	31644
402	21321	31586
403	21375	31533
404	21425	31477
405	21488	31438
406	21539	31383
407	21588	31324
408	21638	31268
409	21690	31213
410	21744	31161
411	21794	31105
412	21844	31048
413	21897	30994
414	21951	30943
415	22000	30885
416	22048	30826
417	22098	30769
418	22147	30710
419	22196	30652
420	22247	30597
421	22299	30542
422	22351	30489
423	22400	30431
424	22456	30382
425	22506	30325
426	22555	30267
427	22605	30210
428	22655	30154
429	22705	30098
430	22756	30042
431	22808	29988
432	22857	29931
433	22907	29874
434	22960	29822
435	23011	29766
436	23061	29710
437	23111	29653
438	23158	29593
439	23207	29537
440	23256	29478
441	23311	29429
442	23378	29394
443	23428	29338
444	23479	29283
445	23534	29232
446	23583	29175
447	23631	29117
448	23681	29061
449	23731	29005
450	23780	28947
451	23835	28897
452	23886	28842
453	23935	28786
454	23984	28728
455	24039	28679
456	24089	28622
457	24139	28566
458	24186	28507
459	24236	28450
460	24285	28393
461	24337	28340
462	24388	28286
463	24438	28230
464	24486	28173
465	24544	28125
466	24629	28110
467	24705	28084
468	24763	28036
469	24827	27996
470	24886	27951
471	24937	27895
472	24990	27843
473	25042	27789
474	25100	27742
475	25153	27689
476	25204	27634
477	25254	27579
478	25305	27524
479	25359	27473
480	25414	27421
481	25464	27366
482	25518	27315
483	25569	27259
484	25628	27213
485	25683	27163
486	25738	27112
487	25788	27057
488	25840	27002
489	25891	26948
490	25948	26900
491	25999	26844
492	26052	26792
493	26103	26738
494	26157	26686
495	26207	26630
496	26260	26577
497	26316	26527
498	26377	26482
499	26430	26430
500	26486	26381
