iter	MAE	RMSE
89	14.17542143	18.38154383
90	14.09115228	18.2838898
91	14.03589759	18.22020393
92	13.94839491	18.11640421
93	13.89755948	18.05906126
94	13.82348915	17.96635261
95	13.7632583	17.89570773
96	13.69678027	17.82079551
97	13.63067125	17.74234266
98	13.56927438	17.66667834
99	13.51175019	17.59675753
100	13.45006279	17.51935673
101	13.39052339	17.443707
102	13.34430993	17.38541356
103	13.27993899	17.31333555
104	13.21578028	17.23589515
105	13.16022495	17.17161589
106	13.10407827	17.1068041
107	13.05464135	17.0461913
108	12.99810212	16.97754997
109	12.94559484	16.91780015
110	12.89605229	16.86316863
111	12.84232288	16.80028264
112	12.79363806	16.73860912
113	12.74531054	16.67103214
114	12.69735744	16.61112706
115	12.65185265	16.55675844
116	12.59973915	16.49503046
117	12.55275983	16.43627909
118	12.51452692	16.39455369
119	12.46872253	16.33820331
120	12.42549677	16.28429134
121	12.38657395	16.24100027
122	12.34755357	16.19603587
123	12.31185497	16.14830847
124	12.27034297	16.10052946
125	12.23239599	16.05802116
126	12.19601998	16.0186483
127	12.16255064	15.98061641
128	12.12917634	15.93932748
129	12.09389286	15.89644469
130	12.05955246	15.85590034
131	12.02878033	15.81984789
132	12.001382	15.78881173
133	11.97471223	15.75670206
134	11.94557337	15.72507965
135	11.91601301	15.68707845
136	11.88896496	15.65742286
137	11.86168732	15.62599952
138	11.83301884	15.59317843
139	11.80845675	15.56518053
140	11.77818099	15.52502559
141	11.75456256	15.4981762
142	11.72732768	15.4694845
143	11.70414298	15.44215759
144	11.68099863	15.41812941
145	11.65889347	15.38726819
146	11.63600404	15.36241828
147	11.61059652	15.32340025
148	11.59257371	15.2997155
149	11.57070519	15.27111217
150	11.55051166	15.24308115
151	11.5293652	15.22115199
152	11.50496546	15.19505261
153	11.47961304	15.16040287
154	11.46019374	15.13403581
155	11.43954528	15.10622903
156	11.41816974	15.08012721
157	11.40255946	15.06008969
158	11.38579981	15.04014604
159	11.36497494	15.01288198
160	11.34861408	14.99551198
161	11.333825	14.97722668
162	11.31964197	14.96196219
163	11.30240607	14.94374586
164	11.28889775	14.92993074
165	11.27310743	14.91162071
166	11.25778734	14.88789463
167	11.24313877	14.86530633
168	11.22518647	14.83834897
169	11.20697974	14.81283992
170	11.19495771	14.79647934
171	11.17924481	14.7757403
172	11.16354899	14.75438335
173	11.1517384	14.73861275
174	11.13784891	14.72091718
175	11.12366429	14.70340812
176	11.11327436	14.69148746
177	11.10311919	14.67794787
178	11.09089281	14.66362295
179	11.08001091	14.65062661
180	11.06843067	14.63356349
181	11.05282552	14.61546005
182	11.0399481	14.59964099
183	11.02833842	14.58330058
184	11.0110594	14.55668156
185	10.99638496	14.54057247
186	10.98790649	14.52927513
187	10.97718602	14.51772577
188	10.96480081	14.50072215
189	10.95712674	14.49179876
190	10.94606468	14.4767118
191	10.93761784	14.46518653
192	10.92530454	14.45027946
193	10.91555982	14.43752355
194	10.90499041	14.42622857
195	10.89015824	14.40578701
196	10.88265237	14.3972359
197	10.86924921	14.37890608
198	10.85962114	14.36723535
199	10.852916	14.35941568
200	10.84354128	14.34729632
201	10.83827545	14.34036332
202	10.83025299	14.33119027
203	10.82489718	14.32383319
204	10.81321951	14.3091015
205	10.8021257	14.29576074
206	10.79108037	14.28266163
207	10.7837574	14.2730877
208	10.77849628	14.26598141
209	10.76415821	14.24842343
210	10.75792633	14.24055478
211	10.75250178	14.23488291
212	10.7462633	14.22592599
213	10.74071848	14.21805972
214	10.72425278	14.19031618
215	10.71778422	14.1832575
216	10.71153682	14.17507032
217	10.70462243	14.16666538
218	10.700857	14.1622175
219	10.696299	14.15666284
220	10.68936346	14.14589068
221	10.6847065	14.14088322
222	10.673371	14.12803996
223	10.66900146	14.12215453
224	10.66223866	14.11466434
225	10.6448828	14.08788802
226	10.63964413	14.08166155
227	10.63607885	14.07671812
228	10.63036467	14.06993603
229	10.62391056	14.06274483
230	10.61838352	14.05704617
231	10.61240511	14.04947387
232	10.60502169	14.03845406
233	10.5997846	14.03205985
234	10.59030199	14.01724064
235	10.57986335	14.00076456
236	10.57657997	13.99627519
237	10.56543878	13.98381978
238	10.56091112	13.97849945
239	10.55640362	13.97281866
240	10.55408049	13.96991182
241	10.55126509	13.96612244
242	10.5420185	13.95297416
243	10.53838968	13.94750732
244	10.53555041	13.94416264
245	10.52888902	13.93785969
246	10.52559493	13.93410374
247	10.5221504	13.92988096
248	10.51809485	13.92428101
249	10.51167426	13.91637693
250	10.50664242	13.9100606
251	10.50375372	13.90632104
252	10.50124581	13.90271721
253	10.49313158	13.89000479
254	10.49086939	13.88728147
255	10.48638883	13.88202258
256	10.48342641	13.8786437
257	10.48113808	13.87618276
258	10.47784656	13.87166191
259	10.47536342	13.86844626
260	10.46813164	13.86022108
261	10.46584903	13.85723447
262	10.46261649	13.85319634
263	10.45953721	13.84939486
264	10.44530083	13.82790949
265	10.44239617	13.82410874
266	10.43772089	13.81890075
267	10.43319761	13.81362672
268	10.43044849	13.81003607
269	10.42781214	13.80699072
270	10.42603839	13.80475852
271	10.42275026	13.8004381
272	10.42038127	13.79751473
273	10.41708535	13.79352405
274	10.41510666	13.79120552
275	10.41361717	13.7891529
276	10.4114492	13.78672837
277	10.408891	13.78319813
278	10.40575343	13.77955051
279	10.40386782	13.77682984
280	10.39972414	13.77246938
281	10.39684025	13.76897232
282	10.39612289	13.76799299
283	10.3949784	13.76681428
284	10.39114677	13.7624823
285	10.38987525	13.76062234
286	10.3846598	13.75572523
287	10.38300312	13.75372198
288	10.38141809	13.75124494
289	10.37944754	13.74874835
290	10.37678575	13.74580832
291	10.37508593	13.74379383
292	10.37285888	13.74120316
293	10.37060241	13.73874204
294	10.36984823	13.73756537
295	10.36891219	13.73647313
296	10.36642911	13.73318835
297	10.36443378	13.73060329
298	10.36321325	13.72879409
299	10.36274461	13.72820817
300	10.3593862	13.72387822
301	10.35607568	13.72030953
302	10.35402146	13.71779034
303	10.34723182	13.70763622
304	10.3450804	13.70458689
305	10.34131989	13.69979615
306	10.33462618	13.69231026
307	10.33240851	13.68967106
308	10.33062874	13.68766953
309	10.3294801	13.68619554
310	10.32778499	13.68412703
311	10.32621997	13.6818232
312	10.32541817	13.68089664
313	10.32312799	13.67778528
314	10.32175832	13.6762299
315	10.31918742	13.67364935
316	10.31851406	13.67272916
317	10.31666218	13.67055893
318	10.31134479	13.66293493
319	10.30880264	13.66054811
320	10.30782523	13.65889156
321	10.30669991	13.65698995
322	10.30568508	13.65572935
323	10.3047662	13.65456796
324	10.30272369	13.65244514
325	10.30058236	13.6497968
326	10.29697426	13.64502286
327	10.29526165	13.64301138
328	10.29437765	13.64197463
329	10.29207883	13.63937633
330	10.29132354	13.63845558
331	10.28971814	13.63624809
332	10.28800528	13.63411708
333	10.28430984	13.63000013
334	10.28339225	13.62876081
335	10.2819952	13.62674831
336	10.28050817	13.62499439
337	10.27968111	13.62394393
338	10.2788653	13.62299932
339	10.27663142	13.62050124
340	10.27397423	13.61793221
341	10.27260643	13.61631254
342	10.27028705	13.61372624
343	10.26921308	13.61211143
344	10.26670399	13.60945815
345	10.26569035	13.60835614
346	10.26481482	13.60742602
347	10.26315765	13.60558369
348	10.26221052	13.60415859
349	10.2611486	13.60299647
350	10.25869153	13.60044311
351	10.25833728	13.59990592
352	10.25643727	13.59754265
353	10.25485184	13.59583753
354	10.25323938	13.5937633
355	10.25228358	13.59257157
356	10.25173087	13.5917358
357	10.24951861	13.58908388
358	10.24915287	13.58838333
359	10.2462365	13.58534708
360	10.24452576	13.58326638
361	10.24267949	13.58116556
362	10.24217534	13.58032964
363	10.24071338	13.57818592
364	10.23920099	13.57626152
365	10.23853386	13.57562261
366	10.23728614	13.57374727
367	10.23633457	13.57209236
368	10.23563134	13.57131837
369	10.23355165	13.56893331
370	10.23126312	13.56628372
371	10.22913717	13.56420393
372	10.22786747	13.5627478
373	10.22701087	13.56176738
374	10.22591692	13.56028292
375	10.22525602	13.55950005
376	10.22330767	13.55732176
377	10.22254345	13.55633755
378	10.22221065	13.55590544
379	10.22166995	13.55504297
380	10.21992852	13.55272647
381	10.21698004	13.54866387
382	10.21648101	13.54806098
383	10.21522949	13.54652024
384	10.21457334	13.54584854
385	10.21378306	13.54501362
386	10.21267747	13.54376352
387	10.21205825	13.54304999
388	10.20978566	13.54074136
389	10.20854309	13.53896589
390	10.20815914	13.53841196
391	10.20774964	13.53768211
392	10.20650948	13.53634233
393	10.20491563	13.53435949
394	10.20329375	13.53260171
395	10.20248727	13.53179973
396	10.20148695	13.53035199
397	10.20034242	13.52901745
398	10.19924913	13.52748713
399	10.19798573	13.5261107
400	10.1973406	13.52521053
401	10.19674406	13.52429971
402	10.19431896	13.52172929
403	10.19379294	13.52075651
404	10.19322792	13.52007759
405	10.19241093	13.51919378
406	10.19195905	13.51851298
407	10.19125407	13.51777349
408	10.19074141	13.51682667
409	10.19014457	13.51597062
410	10.18957405	13.51514122
411	10.1891728	13.51460824
412	10.18723114	13.5126406
413	10.18683285	13.51211572
414	10.18615864	13.51138336
415	10.18553119	13.51065355
416	10.1848124	13.50991033
417	10.18378068	13.50876561
418	10.18326269	13.50803199
419	10.18259534	13.50705216
420	10.18127387	13.50554766
421	10.17994826	13.50387698
422	10.17836372	13.50153867
423	10.1778301	13.50093733
424	10.17653953	13.49957266
425	10.17554816	13.49796623
426	10.174329	13.49620098
427	10.1732174	13.49493321
428	10.17065967	13.49238303
429	10.17018527	13.49160243
430	10.16882915	13.49019013
431	10.16839344	13.48967469
432	10.16773763	13.48872594
433	10.16691108	13.48776524
434	10.16322205	13.48429338
435	10.16249133	13.48338162
436	10.16203702	13.48287333
437	10.1590393	13.47968238
438	10.15638104	13.47650112
439	10.15577079	13.47541227
440	10.15478876	13.47446278
441	10.15425923	13.47383119
442	10.15359135	13.47282737
443	10.1529309	13.47206326
444	10.1516729	13.47057482
445	10.15112232	13.47001577
446	10.15034179	13.46902742
447	10.1499335	13.46856205
448	10.1488563	13.4674692
449	10.1482702	13.4667604
450	10.14701057	13.4652471
451	10.14565767	13.46371883
452	10.14373734	13.46118918
453	10.14264391	13.45987284
454	10.14127186	13.45792001
455	10.14076072	13.45731102
456	10.13994001	13.45620572
457	10.1392906	13.45531088
458	10.13857875	13.45451497
459	10.13796681	13.4537035
460	10.13752576	13.45306102
461	10.1360568	13.45158124
462	10.13563499	13.45104902
463	10.13496574	13.45024805
464	10.13386393	13.44900076
465	10.13144848	13.44645426
466	10.13063443	13.44560744
467	10.12950808	13.44405399
468	10.12892457	13.44322255
469	10.12826573	13.44224131
470	10.12770242	13.44154134
471	10.1268344	13.44064699
472	10.12620662	13.44008815
473	10.12538676	13.43895733
474	10.12487736	13.43821469
475	10.12247776	13.4358603
476	10.12182634	13.43491728
477	10.12119348	13.43389417
478	10.11944117	13.43157819
479	10.11834563	13.43029109
480	10.11680583	13.42818791
481	10.1157903	13.42707054
482	10.1129158	13.4230928
483	10.11226656	13.42220196
484	10.1111025	13.42083398
485	10.11068408	13.42029871
486	10.11040019	13.41993856
487	10.1100857	13.41954393
488	10.10924066	13.41861021
489	10.10833064	13.4174453
490	10.10663685	13.41557389
491	10.10506749	13.41379791
492	10.1045868	13.41321929
493	10.10400169	13.41233229
494	10.10386114	13.41213426
495	10.10233466	13.41060788
496	10.10201581	13.41021312
497	10.10150113	13.4095356
498	10.09972903	13.40755654
499	10.09942037	13.40720644
500	10.09881007	13.40648204
